crawl,charset,pages,urls,%pages/crawl
CC-MAIN-2019-18,<unknown>,39545403,39545403,1.5832
CC-MAIN-2019-18,Big5,1858154,1852213,0.0744
CC-MAIN-2019-18,Big5-HKSCS,10541,10538,0.0004
CC-MAIN-2019-18,EUC-JP,7416122,7373920,0.2969
CC-MAIN-2019-18,EUC-KR,3389591,3384933,0.1357
CC-MAIN-2019-18,GB18030,1466651,1455015,0.0587
CC-MAIN-2019-18,GB2312,26847400,26636899,1.0748
CC-MAIN-2019-18,GBK,13691300,13527396,0.5481
CC-MAIN-2019-18,IBM500,13,13,0.0000
CC-MAIN-2019-18,IBM855,9820,9807,0.0004
CC-MAIN-2019-18,IBM866,26295,26229,0.0011
CC-MAIN-2019-18,ISO-2022-JP,41715,41640,0.0017
CC-MAIN-2019-18,ISO-8859-1,108347978,107517682,4.3377
CC-MAIN-2019-18,ISO-8859-13,5810,5807,0.0002
CC-MAIN-2019-18,ISO-8859-15,4353462,4311103,0.1743
CC-MAIN-2019-18,ISO-8859-2,5213051,5182143,0.2087
CC-MAIN-2019-18,ISO-8859-3,5387,5139,0.0002
CC-MAIN-2019-18,ISO-8859-4,24641,24395,0.0010
CC-MAIN-2019-18,ISO-8859-5,48155,48055,0.0019
CC-MAIN-2019-18,ISO-8859-6,9068,9025,0.0004
CC-MAIN-2019-18,ISO-8859-7,348268,347295,0.0139
CC-MAIN-2019-18,ISO-8859-8,26392,26285,0.0011
CC-MAIN-2019-18,ISO-8859-9,1220179,1212710,0.0488
CC-MAIN-2019-18,KOI8-R,368388,359362,0.0147
CC-MAIN-2019-18,KOI8-U,7596,7584,0.0003
CC-MAIN-2019-18,Shift_JIS,11705143,11638976,0.4686
CC-MAIN-2019-18,TIS-620,349856,347165,0.0140
CC-MAIN-2019-18,US-ASCII,1426268,1423382,0.0571
CC-MAIN-2019-18,UTF-16,76456,76046,0.0031
CC-MAIN-2019-18,UTF-16BE,1935,1873,0.0001
CC-MAIN-2019-18,UTF-16LE,53329,53022,0.0021
CC-MAIN-2019-18,UTF-32,1387,1385,0.0001
CC-MAIN-2019-18,UTF-32LE,3,3,0.0000
CC-MAIN-2019-18,UTF-8,2201291410,2177523946,88.1286
CC-MAIN-2019-18,windows-1250,3779472,3758417,0.1513
CC-MAIN-2019-18,windows-1251,40381447,40159222,1.6167
CC-MAIN-2019-18,windows-1252,19497979,19337887,0.7806
CC-MAIN-2019-18,windows-1253,159211,158538,0.0064
CC-MAIN-2019-18,windows-1254,810043,805072,0.0324
CC-MAIN-2019-18,windows-1255,470592,468818,0.0188
CC-MAIN-2019-18,windows-1256,2682398,2672153,0.1074
CC-MAIN-2019-18,windows-1257,170918,170245,0.0068
CC-MAIN-2019-18,windows-1258,2595,2582,0.0001
CC-MAIN-2019-18,windows-31j,32261,32171,0.0013
CC-MAIN-2019-18,x-MacCyrillic,125089,124466,0.0050
CC-MAIN-2019-18,x-windows-874,514486,511990,0.0206
CC-MAIN-2019-18,x-windows-949,566,565,0.0000
CC-MAIN-2019-22,<other>,5019,5005,0.0002
CC-MAIN-2019-22,<unknown>,46863427,46863427,1.7488
CC-MAIN-2019-22,Big5,2114327,2107121,0.0789
CC-MAIN-2019-22,Big5-HKSCS,9414,9412,0.0004
CC-MAIN-2019-22,EUC-JP,8118566,8075679,0.3030
CC-MAIN-2019-22,EUC-KR,4245169,4237810,0.1584
CC-MAIN-2019-22,GB18030,1916563,1904649,0.0715
CC-MAIN-2019-22,GB2312,37764375,37535054,1.4093
CC-MAIN-2019-22,GBK,17754834,17582866,0.6626
CC-MAIN-2019-22,IBM500,12,12,0.0000
CC-MAIN-2019-22,IBM855,7195,7154,0.0003
CC-MAIN-2019-22,IBM866,20834,20700,0.0008
CC-MAIN-2019-22,ISO-2022-JP,34965,34899,0.0013
CC-MAIN-2019-22,ISO-8859-1,112836792,112004100,4.2107
CC-MAIN-2019-22,ISO-8859-13,7596,7591,0.0003
CC-MAIN-2019-22,ISO-8859-15,4166799,4119990,0.1555
CC-MAIN-2019-22,ISO-8859-2,5730823,5695820,0.2139
CC-MAIN-2019-22,ISO-8859-3,4648,4637,0.0002
CC-MAIN-2019-22,ISO-8859-4,26507,26305,0.0010
CC-MAIN-2019-22,ISO-8859-5,73518,73425,0.0027
CC-MAIN-2019-22,ISO-8859-6,9518,9422,0.0004
CC-MAIN-2019-22,ISO-8859-7,389807,387105,0.0145
CC-MAIN-2019-22,ISO-8859-8,27222,27070,0.0010
CC-MAIN-2019-22,ISO-8859-9,1402019,1393732,0.0523
CC-MAIN-2019-22,KOI8-R,347580,344349,0.0130
CC-MAIN-2019-22,KOI8-U,7848,7833,0.0003
CC-MAIN-2019-22,Shift_JIS,11346769,11275595,0.4234
CC-MAIN-2019-22,TIS-620,412412,409685,0.0154
CC-MAIN-2019-22,US-ASCII,1274724,1272200,0.0476
CC-MAIN-2019-22,UTF-16,72452,71974,0.0027
CC-MAIN-2019-22,UTF-16BE,1931,1871,0.0001
CC-MAIN-2019-22,UTF-16LE,47776,47510,0.0018
CC-MAIN-2019-22,UTF-32,1710,1654,0.0001
CC-MAIN-2019-22,UTF-32LE,1,1,0.0000
CC-MAIN-2019-22,UTF-8,2353847190,2328732692,87.8384
CC-MAIN-2019-22,windows-1250,4126784,4099125,0.1540
CC-MAIN-2019-22,windows-1251,39983416,39800506,1.4921
CC-MAIN-2019-22,windows-1252,19001139,18857340,0.7091
CC-MAIN-2019-22,windows-1253,165998,163797,0.0062
CC-MAIN-2019-22,windows-1254,973150,963652,0.0363
CC-MAIN-2019-22,windows-1255,532456,530369,0.0199
CC-MAIN-2019-22,windows-1256,3143909,3129264,0.1173
CC-MAIN-2019-22,windows-1257,221860,220732,0.0083
CC-MAIN-2019-22,windows-1258,1972,1960,0.0001
CC-MAIN-2019-22,windows-31j,39772,39505,0.0015
CC-MAIN-2019-22,x-MacCyrillic,126398,125348,0.0047
CC-MAIN-2019-22,x-windows-874,538205,535932,0.0201
CC-MAIN-2019-22,x-windows-949,849,849,0.0000
CC-MAIN-2019-26,<other>,3004,2984,0.0001
CC-MAIN-2019-26,<unknown>,40453891,40453891,1.5594
CC-MAIN-2019-26,Big5,1907242,1902387,0.0735
CC-MAIN-2019-26,Big5-HKSCS,8496,8492,0.0003
CC-MAIN-2019-26,EUC-JP,8057033,8019763,0.3106
CC-MAIN-2019-26,EUC-KR,4083750,4075810,0.1574
CC-MAIN-2019-26,GB18030,3065659,3050805,0.1182
CC-MAIN-2019-26,GB2312,28766705,28485048,1.1089
CC-MAIN-2019-26,GBK,14792756,14495897,0.5702
CC-MAIN-2019-26,IBM500,9,9,0.0000
CC-MAIN-2019-26,IBM855,6719,6622,0.0003
CC-MAIN-2019-26,IBM866,23393,23041,0.0009
CC-MAIN-2019-26,ISO-2022-JP,23340,23280,0.0009
CC-MAIN-2019-26,ISO-8859-1,102272433,101552428,3.9423
CC-MAIN-2019-26,ISO-8859-13,7510,7507,0.0003
CC-MAIN-2019-26,ISO-8859-15,4666521,4621017,0.1799
CC-MAIN-2019-26,ISO-8859-2,5584913,5556819,0.2153
CC-MAIN-2019-26,ISO-8859-3,3968,3954,0.0002
CC-MAIN-2019-26,ISO-8859-4,34092,33646,0.0013
CC-MAIN-2019-26,ISO-8859-5,68089,68011,0.0026
CC-MAIN-2019-26,ISO-8859-6,7863,7820,0.0003
CC-MAIN-2019-26,ISO-8859-7,383549,380449,0.0148
CC-MAIN-2019-26,ISO-8859-8,26514,26416,0.0010
CC-MAIN-2019-26,ISO-8859-9,1298646,1290845,0.0501
CC-MAIN-2019-26,KOI8-R,283874,282448,0.0109
CC-MAIN-2019-26,KOI8-U,6344,6271,0.0002
CC-MAIN-2019-26,Shift_JIS,9330788,9275830,0.3597
CC-MAIN-2019-26,TIS-620,426501,424839,0.0164
CC-MAIN-2019-26,US-ASCII,1110555,1108819,0.0428
CC-MAIN-2019-26,UTF-16,76735,75942,0.0030
CC-MAIN-2019-26,UTF-16BE,1477,1444,0.0001
CC-MAIN-2019-26,UTF-16LE,28998,28827,0.0011
CC-MAIN-2019-26,UTF-32,1810,1760,0.0001
CC-MAIN-2019-26,UTF-32LE,1,1,0.0000
CC-MAIN-2019-26,UTF-8,2306319918,2285269523,88.9008
CC-MAIN-2019-26,windows-1250,3920225,3897007,0.1511
CC-MAIN-2019-26,windows-1251,36374114,36209887,1.4021
CC-MAIN-2019-26,windows-1252,15090729,14990992,0.5817
CC-MAIN-2019-26,windows-1253,145595,144931,0.0056
CC-MAIN-2019-26,windows-1254,914768,903513,0.0353
CC-MAIN-2019-26,windows-1255,628662,625767,0.0242
CC-MAIN-2019-26,windows-1256,3147674,3135791,0.1213
CC-MAIN-2019-26,windows-1257,232978,231485,0.0090
CC-MAIN-2019-26,windows-1258,1391,1375,0.0001
CC-MAIN-2019-26,windows-31j,58970,58111,0.0023
CC-MAIN-2019-26,x-MacCyrillic,111476,110995,0.0043
CC-MAIN-2019-26,x-windows-874,500850,499566,0.0193
CC-MAIN-2019-26,x-windows-949,589,585,0.0000
CC-MAIN-2019-30,<other>,3061,3051,0.0001
CC-MAIN-2019-30,<unknown>,30026440,30026440,1.1572
CC-MAIN-2019-30,Big5,1840594,1834540,0.0709
CC-MAIN-2019-30,Big5-HKSCS,7869,7866,0.0003
CC-MAIN-2019-30,EUC-JP,7317903,7280775,0.2820
CC-MAIN-2019-30,EUC-KR,3787271,3778885,0.1460
CC-MAIN-2019-30,GB18030,2001230,1983853,0.0771
CC-MAIN-2019-30,GB2312,29216429,28935636,1.1260
CC-MAIN-2019-30,GBK,16738888,16419697,0.6451
CC-MAIN-2019-30,IBM500,14,14,0.0000
CC-MAIN-2019-30,IBM855,7465,7420,0.0003
CC-MAIN-2019-30,IBM866,26101,26039,0.0010
CC-MAIN-2019-30,ISO-2022-JP,20167,20137,0.0008
CC-MAIN-2019-30,ISO-8859-1,98723653,98007577,3.8047
CC-MAIN-2019-30,ISO-8859-13,7853,7845,0.0003
CC-MAIN-2019-30,ISO-8859-15,5031316,4980591,0.1939
CC-MAIN-2019-30,ISO-8859-2,5110326,5083583,0.1969
CC-MAIN-2019-30,ISO-8859-3,4386,4368,0.0002
CC-MAIN-2019-30,ISO-8859-4,32048,31718,0.0012
CC-MAIN-2019-30,ISO-8859-5,58457,58270,0.0023
CC-MAIN-2019-30,ISO-8859-6,8011,7966,0.0003
CC-MAIN-2019-30,ISO-8859-7,358069,355628,0.0138
CC-MAIN-2019-30,ISO-8859-8,22781,22709,0.0009
CC-MAIN-2019-30,ISO-8859-9,1216842,1209106,0.0469
CC-MAIN-2019-30,KOI8-R,267930,266646,0.0103
CC-MAIN-2019-30,KOI8-U,6798,6789,0.0003
CC-MAIN-2019-30,Shift_JIS,8575703,8514296,0.3305
CC-MAIN-2019-30,TIS-620,383243,381517,0.0148
CC-MAIN-2019-30,US-ASCII,1051410,1048736,0.0405
CC-MAIN-2019-30,UTF-16,87728,87204,0.0034
CC-MAIN-2019-30,UTF-16BE,2134,2124,0.0001
CC-MAIN-2019-30,UTF-16LE,18042,17861,0.0007
CC-MAIN-2019-30,UTF-32,1897,1705,0.0001
CC-MAIN-2019-30,UTF-8,2326454221,2304488544,89.6584
CC-MAIN-2019-30,windows-1250,3866661,3842799,0.1490
CC-MAIN-2019-30,windows-1251,33124425,32973228,1.2766
CC-MAIN-2019-30,windows-1252,13838772,13737200,0.5333
CC-MAIN-2019-30,windows-1253,140509,140068,0.0054
CC-MAIN-2019-30,windows-1254,885756,876081,0.0341
CC-MAIN-2019-30,windows-1255,641886,638864,0.0247
CC-MAIN-2019-30,windows-1256,2975692,2965036,0.1147
CC-MAIN-2019-30,windows-1257,247624,246395,0.0095
CC-MAIN-2019-30,windows-1258,1224,1210,0.0000
CC-MAIN-2019-30,windows-31j,77300,76864,0.0030
CC-MAIN-2019-30,x-MacCyrillic,111290,110635,0.0043
CC-MAIN-2019-30,x-windows-874,470056,466601,0.0181
CC-MAIN-2019-30,x-windows-949,900,898,0.0000
CC-MAIN-2019-35,<other>,4550,4534,0.0002
CC-MAIN-2019-35,<unknown>,32202508,32202508,1.0898
CC-MAIN-2019-35,Big5,1988059,1982152,0.0673
CC-MAIN-2019-35,Big5-HKSCS,8543,8539,0.0003
CC-MAIN-2019-35,EUC-JP,7637465,7591120,0.2585
CC-MAIN-2019-35,EUC-KR,4663964,4650064,0.1578
CC-MAIN-2019-35,GB18030,2380719,2359272,0.0806
CC-MAIN-2019-35,GB2312,42877030,42483833,1.4511
CC-MAIN-2019-35,GBK,36126613,35730816,1.2226
CC-MAIN-2019-35,IBM500,10,10,0.0000
CC-MAIN-2019-35,IBM855,7398,7367,0.0003
CC-MAIN-2019-35,IBM866,27254,27130,0.0009
CC-MAIN-2019-35,ISO-2022-JP,30744,30590,0.0010
CC-MAIN-2019-35,ISO-8859-1,106567851,105801841,3.6066
CC-MAIN-2019-35,ISO-8859-13,16695,16690,0.0006
CC-MAIN-2019-35,ISO-8859-15,4880299,4825997,0.1652
CC-MAIN-2019-35,ISO-8859-2,5885857,5854922,0.1992
CC-MAIN-2019-35,ISO-8859-3,3471,3467,0.0001
CC-MAIN-2019-35,ISO-8859-4,50112,49735,0.0017
CC-MAIN-2019-35,ISO-8859-5,65960,65850,0.0022
CC-MAIN-2019-35,ISO-8859-6,12789,12607,0.0004
CC-MAIN-2019-35,ISO-8859-7,402205,399630,0.0136
CC-MAIN-2019-35,ISO-8859-8,30417,30286,0.0010
CC-MAIN-2019-35,ISO-8859-9,1393901,1385884,0.0472
CC-MAIN-2019-35,KOI8-R,282815,281820,0.0096
CC-MAIN-2019-35,KOI8-U,4755,4747,0.0002
CC-MAIN-2019-35,Shift_JIS,9422487,9354153,0.3189
CC-MAIN-2019-35,TIS-620,436930,435237,0.0148
CC-MAIN-2019-35,US-ASCII,1031285,1028965,0.0349
CC-MAIN-2019-35,UTF-16,99924,98930,0.0034
CC-MAIN-2019-35,UTF-16BE,2116,2108,0.0001
CC-MAIN-2019-35,UTF-16LE,27443,27243,0.0009
CC-MAIN-2019-35,UTF-32,2584,2476,0.0001
CC-MAIN-2019-35,UTF-32LE,2,2,0.0000
CC-MAIN-2019-35,UTF-8,2635346008,2610600587,89.1876
CC-MAIN-2019-35,windows-1250,3951657,3929786,0.1337
CC-MAIN-2019-35,windows-1251,34846898,34684908,1.1793
CC-MAIN-2019-35,windows-1252,15593679,15466247,0.5277
CC-MAIN-2019-35,windows-1253,175283,174762,0.0059
CC-MAIN-2019-35,windows-1254,985216,974651,0.0333
CC-MAIN-2019-35,windows-1255,827097,823489,0.0280
CC-MAIN-2019-35,windows-1256,3432212,3419195,0.1162
CC-MAIN-2019-35,windows-1257,357600,355393,0.0121
CC-MAIN-2019-35,windows-1258,1261,1253,0.0000
CC-MAIN-2019-35,windows-31j,69178,68990,0.0023
CC-MAIN-2019-35,x-MacCyrillic,115937,114997,0.0039
CC-MAIN-2019-35,x-windows-874,558167,554938,0.0189
CC-MAIN-2019-35,x-windows-949,1117,1114,0.0000
CC-MAIN-2019-39,<other>,3778,3763,0.0001
CC-MAIN-2019-39,<unknown>,51214718,51214718,1.9997
CC-MAIN-2019-39,Big5,1662412,1656484,0.0649
CC-MAIN-2019-39,Big5-HKSCS,11241,11239,0.0004
CC-MAIN-2019-39,EUC-JP,6657154,6620897,0.2599
CC-MAIN-2019-39,EUC-KR,3740983,3733788,0.1461
CC-MAIN-2019-39,GB18030,1946824,1912166,0.0760
CC-MAIN-2019-39,GB2312,28523770,28140317,1.1137
CC-MAIN-2019-39,GBK,21765704,21326745,0.8499
CC-MAIN-2019-39,IBM500,8,8,0.0000
CC-MAIN-2019-39,IBM855,5749,5724,0.0002
CC-MAIN-2019-39,IBM866,18855,18744,0.0007
CC-MAIN-2019-39,ISO-2022-JP,16892,16867,0.0007
CC-MAIN-2019-39,ISO-8859-1,92311849,91649146,3.6044
CC-MAIN-2019-39,ISO-8859-13,13920,13916,0.0005
CC-MAIN-2019-39,ISO-8859-15,4433324,4388602,0.1731
CC-MAIN-2019-39,ISO-8859-2,5465900,5436126,0.2134
CC-MAIN-2019-39,ISO-8859-3,5592,5575,0.0002
CC-MAIN-2019-39,ISO-8859-4,49925,49678,0.0019
CC-MAIN-2019-39,ISO-8859-5,60446,60353,0.0024
CC-MAIN-2019-39,ISO-8859-6,12282,12162,0.0005
CC-MAIN-2019-39,ISO-8859-7,344776,342931,0.0135
CC-MAIN-2019-39,ISO-8859-8,28421,28249,0.0011
CC-MAIN-2019-39,ISO-8859-9,1249981,1242659,0.0488
CC-MAIN-2019-39,KOI8-R,231624,231007,0.0090
CC-MAIN-2019-39,KOI8-U,3475,3474,0.0001
CC-MAIN-2019-39,Shift_JIS,7879945,7837418,0.3077
CC-MAIN-2019-39,TIS-620,387297,384876,0.0151
CC-MAIN-2019-39,US-ASCII,1092812,1087857,0.0427
CC-MAIN-2019-39,UTF-16,88200,87817,0.0034
CC-MAIN-2019-39,UTF-16BE,1054,1032,0.0000
CC-MAIN-2019-39,UTF-16LE,17460,17366,0.0007
CC-MAIN-2019-39,UTF-32,1971,1901,0.0001
CC-MAIN-2019-39,UTF-32LE,1,1,0.0000
CC-MAIN-2019-39,UTF-8,2279847342,2259633933,89.0196
CC-MAIN-2019-39,windows-1250,4195074,4169420,0.1638
CC-MAIN-2019-39,windows-1251,28402934,28263939,1.1090
CC-MAIN-2019-39,windows-1252,13338428,13252165,0.5208
CC-MAIN-2019-39,windows-1253,141359,140738,0.0055
CC-MAIN-2019-39,windows-1254,903946,892843,0.0353
CC-MAIN-2019-39,windows-1255,864449,860423,0.0338
CC-MAIN-2019-39,windows-1256,3109658,3095537,0.1214
CC-MAIN-2019-39,windows-1257,382749,380612,0.0149
CC-MAIN-2019-39,windows-1258,743,743,0.0000
CC-MAIN-2019-39,windows-31j,63073,62867,0.0025
CC-MAIN-2019-39,x-MacCyrillic,111324,110828,0.0043
CC-MAIN-2019-39,x-windows-874,452276,451640,0.0177
CC-MAIN-2019-39,x-windows-949,1214,1211,0.0000
CC-MAIN-2019-43,<other>,3762,3751,0.0001
CC-MAIN-2019-43,<unknown>,37914225,37914225,1.2558
CC-MAIN-2019-43,Big5,2359825,2352480,0.0782
CC-MAIN-2019-43,Big5-HKSCS,19447,19441,0.0006
CC-MAIN-2019-43,EUC-JP,7613133,7573651,0.2522
CC-MAIN-2019-43,EUC-KR,4713043,4703292,0.1561
CC-MAIN-2019-43,GB18030,2564504,2533654,0.0849
CC-MAIN-2019-43,GB2312,50371192,49974212,1.6685
CC-MAIN-2019-43,GBK,33671600,33290777,1.1153
CC-MAIN-2019-43,IBM500,11,11,0.0000
CC-MAIN-2019-43,IBM855,10452,10416,0.0003
CC-MAIN-2019-43,IBM866,17156,17047,0.0006
CC-MAIN-2019-43,ISO-2022-JP,17239,17120,0.0006
CC-MAIN-2019-43,ISO-8859-1,110727645,109904997,3.6676
CC-MAIN-2019-43,ISO-8859-13,11916,11914,0.0004
CC-MAIN-2019-43,ISO-8859-15,3773306,3723106,0.1250
CC-MAIN-2019-43,ISO-8859-2,6567560,6532123,0.2175
CC-MAIN-2019-43,ISO-8859-3,15364,15326,0.0005
CC-MAIN-2019-43,ISO-8859-4,60112,59807,0.0020
CC-MAIN-2019-43,ISO-8859-5,86684,86538,0.0029
CC-MAIN-2019-43,ISO-8859-6,12349,12260,0.0004
CC-MAIN-2019-43,ISO-8859-7,418379,412741,0.0139
CC-MAIN-2019-43,ISO-8859-8,23091,23034,0.0008
CC-MAIN-2019-43,ISO-8859-9,1354451,1346958,0.0449
CC-MAIN-2019-43,KOI8-R,301949,300458,0.0100
CC-MAIN-2019-43,KOI8-U,5249,5243,0.0002
CC-MAIN-2019-43,Shift_JIS,10027447,9958281,0.3321
CC-MAIN-2019-43,TIS-620,612670,596770,0.0203
CC-MAIN-2019-43,US-ASCII,1174526,1172617,0.0389
CC-MAIN-2019-43,UTF-16,114301,113875,0.0038
CC-MAIN-2019-43,UTF-16BE,1198,1151,0.0000
CC-MAIN-2019-43,UTF-16LE,19188,19060,0.0006
CC-MAIN-2019-43,UTF-32,1889,1846,0.0001
CC-MAIN-2019-43,UTF-32LE,5,5,0.0000
CC-MAIN-2019-43,UTF-8,2685611162,2662490705,88.9559
CC-MAIN-2019-43,windows-1250,4387881,4357537,0.1453
CC-MAIN-2019-43,windows-1251,32271777,32103269,1.0689
CC-MAIN-2019-43,windows-1252,15661410,15555070,0.5188
CC-MAIN-2019-43,windows-1253,160598,160267,0.0053
CC-MAIN-2019-43,windows-1254,896358,888585,0.0297
CC-MAIN-2019-43,windows-1255,873843,867247,0.0289
CC-MAIN-2019-43,windows-1256,3348831,3332815,0.1109
CC-MAIN-2019-43,windows-1257,386227,383426,0.0128
CC-MAIN-2019-43,windows-1258,1067,1066,0.0000
CC-MAIN-2019-43,windows-31j,93841,93453,0.0031
CC-MAIN-2019-43,x-MacCyrillic,116017,115088,0.0038
CC-MAIN-2019-43,x-windows-874,641397,640623,0.0212
CC-MAIN-2019-43,x-windows-949,1252,1249,0.0000
CC-MAIN-2019-47,<other>,3511,3500,0.0001
CC-MAIN-2019-47,<unknown>,36236307,36236307,1.3988
CC-MAIN-2019-47,Big5,1698075,1693658,0.0655
CC-MAIN-2019-47,Big5-HKSCS,17285,17284,0.0007
CC-MAIN-2019-47,EUC-JP,6116548,6087748,0.2361
CC-MAIN-2019-47,EUC-KR,3587831,3578481,0.1385
CC-MAIN-2019-47,GB18030,2479348,2467026,0.0957
CC-MAIN-2019-47,GB2312,35257790,35024243,1.3610
CC-MAIN-2019-47,GBK,16265453,16097461,0.6279
CC-MAIN-2019-47,IBM500,11,11,0.0000
CC-MAIN-2019-47,IBM855,6867,6845,0.0003
CC-MAIN-2019-47,IBM866,13562,13473,0.0005
CC-MAIN-2019-47,ISO-2022-JP,13354,13330,0.0005
CC-MAIN-2019-47,ISO-8859-1,89199718,88478327,3.4432
CC-MAIN-2019-47,ISO-8859-13,7974,7968,0.0003
CC-MAIN-2019-47,ISO-8859-15,3135090,3090247,0.1210
CC-MAIN-2019-47,ISO-8859-2,5168253,5140795,0.1995
CC-MAIN-2019-47,ISO-8859-3,6912,6884,0.0003
CC-MAIN-2019-47,ISO-8859-4,40539,40221,0.0016
CC-MAIN-2019-47,ISO-8859-5,55422,55087,0.0021
CC-MAIN-2019-47,ISO-8859-6,13701,13638,0.0005
CC-MAIN-2019-47,ISO-8859-7,393536,389182,0.0152
CC-MAIN-2019-47,ISO-8859-8,22106,21980,0.0009
CC-MAIN-2019-47,ISO-8859-9,1088631,1080635,0.0420
CC-MAIN-2019-47,KOI8-R,246032,245265,0.0095
CC-MAIN-2019-47,KOI8-U,4016,3992,0.0002
CC-MAIN-2019-47,Shift_JIS,8158759,8118535,0.3149
CC-MAIN-2019-47,TIS-620,431058,428432,0.0166
CC-MAIN-2019-47,US-ASCII,774010,772851,0.0299
CC-MAIN-2019-47,UTF-16,95263,94783,0.0037
CC-MAIN-2019-47,UTF-16BE,4548,4527,0.0002
CC-MAIN-2019-47,UTF-16LE,20624,20489,0.0008
CC-MAIN-2019-47,UTF-32,1474,1450,0.0001
CC-MAIN-2019-47,UTF-8,2333007909,2311721182,90.0568
CC-MAIN-2019-47,windows-1250,3652709,3616634,0.1410
CC-MAIN-2019-47,windows-1251,25629236,25490060,0.9893
CC-MAIN-2019-47,windows-1252,12419323,12330078,0.4794
CC-MAIN-2019-47,windows-1253,153378,152982,0.0059
CC-MAIN-2019-47,windows-1254,774292,763478,0.0299
CC-MAIN-2019-47,windows-1255,799661,796535,0.0309
CC-MAIN-2019-47,windows-1256,2622282,2605580,0.1012
CC-MAIN-2019-47,windows-1257,348839,345315,0.0135
CC-MAIN-2019-47,windows-1258,520,518,0.0000
CC-MAIN-2019-47,windows-31j,59474,59244,0.0023
CC-MAIN-2019-47,x-MacCyrillic,96028,95642,0.0037
CC-MAIN-2019-47,x-windows-874,466714,466280,0.0180
CC-MAIN-2019-47,x-windows-949,1200,1197,0.0000
CC-MAIN-2019-51,<other>,3540,3535,0.0001
CC-MAIN-2019-51,<unknown>,27153781,27153781,1.0985
CC-MAIN-2019-51,Big5,1919171,1915182,0.0776
CC-MAIN-2019-51,Big5-HKSCS,23218,23217,0.0009
CC-MAIN-2019-51,EUC-JP,6232852,6200973,0.2521
CC-MAIN-2019-51,EUC-KR,3822915,3812645,0.1547
CC-MAIN-2019-51,GB18030,2435624,2427734,0.0985
CC-MAIN-2019-51,GB2312,35439680,35218130,1.4337
CC-MAIN-2019-51,GBK,15437184,15288384,0.6245
CC-MAIN-2019-51,IBM500,8,8,0.0000
CC-MAIN-2019-51,IBM855,9924,9901,0.0004
CC-MAIN-2019-51,IBM866,15786,15688,0.0006
CC-MAIN-2019-51,ISO-2022-JP,15540,15499,0.0006
CC-MAIN-2019-51,ISO-8859-1,87922506,87257787,3.5569
CC-MAIN-2019-51,ISO-8859-13,7716,7713,0.0003
CC-MAIN-2019-51,ISO-8859-15,2988745,2946613,0.1209
CC-MAIN-2019-51,ISO-8859-2,5031907,5009135,0.2036
CC-MAIN-2019-51,ISO-8859-3,6615,6601,0.0003
CC-MAIN-2019-51,ISO-8859-4,35356,35182,0.0014
CC-MAIN-2019-51,ISO-8859-5,54988,54801,0.0022
CC-MAIN-2019-51,ISO-8859-6,11740,11668,0.0005
CC-MAIN-2019-51,ISO-8859-7,363660,358421,0.0147
CC-MAIN-2019-51,ISO-8859-8,17852,17693,0.0007
CC-MAIN-2019-51,ISO-8859-9,1036658,1030699,0.0419
CC-MAIN-2019-51,KOI8-R,249920,249055,0.0101
CC-MAIN-2019-51,KOI8-U,3344,3330,0.0001
CC-MAIN-2019-51,Shift_JIS,8370222,8321571,0.3386
CC-MAIN-2019-51,TIS-620,436104,432589,0.0176
CC-MAIN-2019-51,US-ASCII,726463,725458,0.0294
CC-MAIN-2019-51,UTF-16,79822,79539,0.0032
CC-MAIN-2019-51,UTF-16BE,6522,6517,0.0003
CC-MAIN-2019-51,UTF-16LE,20666,20564,0.0008
CC-MAIN-2019-51,UTF-32,2023,1985,0.0001
CC-MAIN-2019-51,UTF-8,2225372765,2206434139,90.0266
CC-MAIN-2019-51,windows-1250,3454030,3423985,0.1397
CC-MAIN-2019-51,windows-1251,25692678,25560335,1.0394
CC-MAIN-2019-51,windows-1252,12352793,12280023,0.4997
CC-MAIN-2019-51,windows-1253,159263,158874,0.0064
CC-MAIN-2019-51,windows-1254,741650,730565,0.0300
CC-MAIN-2019-51,windows-1255,686277,683814,0.0278
CC-MAIN-2019-51,windows-1256,2697203,2681009,0.1091
CC-MAIN-2019-51,windows-1257,274912,272690,0.0111
CC-MAIN-2019-51,windows-1258,739,738,0.0000
CC-MAIN-2019-51,windows-31j,59882,59657,0.0024
CC-MAIN-2019-51,x-MacCyrillic,110798,109656,0.0045
CC-MAIN-2019-51,x-windows-874,418453,418103,0.0169
CC-MAIN-2019-51,x-windows-949,1470,1465,0.0001
CC-MAIN-2020-05,<other>,4325,4322,0.0001
CC-MAIN-2020-05,<unknown>,28931553,28931553,0.9329
CC-MAIN-2020-05,Big5,1970663,1966464,0.0635
CC-MAIN-2020-05,Big5-HKSCS,23041,22700,0.0007
CC-MAIN-2020-05,EUC-JP,7893108,7851476,0.2545
CC-MAIN-2020-05,EUC-KR,4504500,4490367,0.1453
CC-MAIN-2020-05,GB18030,3063488,3055018,0.0988
CC-MAIN-2020-05,GB2312,34551093,34333869,1.1142
CC-MAIN-2020-05,GBK,15129860,14984358,0.4879
CC-MAIN-2020-05,IBM500,18,18,0.0000
CC-MAIN-2020-05,IBM855,8840,8806,0.0003
CC-MAIN-2020-05,IBM866,15935,15887,0.0005
CC-MAIN-2020-05,ISO-2022-JP,23204,23158,0.0007
