,crawl,date,type,size
2133,CC-MAIN-2021-17,2021-04-26,redir_temp,379122900.0
2134,CC-MAIN-2021-17,2021-04-26,redir_perm,582479322.0
2135,CC-MAIN-2021-17,2021-04-26,notmodified,1086399934.0
2136,CC-MAIN-2021-17,2021-04-26,duplicate,1071678206.0
2137,CC-MAIN-2021-17,2021-04-26,orphan,1818713777.0
2172,CC-MAIN-2021-21,2021-05-24,unfetched,4615640332.0
2173,CC-MAIN-2021-21,2021-05-24,fetched,13455648147.0
2174,CC-MAIN-2021-21,2021-05-24,gone,1219602381.0
2175,CC-MAIN-2021-21,2021-05-24,redir_temp,431976698.0
2176,CC-MAIN-2021-21,2021-05-24,redir_perm,611179955.0
2177,CC-MAIN-2021-21,2021-05-24,notmodified,1075723453.0
2178,CC-MAIN-2021-21,2021-05-24,duplicate,1147514566.0
2179,CC-MAIN-2021-21,2021-05-24,orphan,1156669841.0
2205,CC-MAIN-2021-25,2021-06-21,unfetched,4686648268.0
2206,CC-MAIN-2021-25,2021-06-21,fetched,14551473174.0
2207,CC-MAIN-2021-25,2021-06-21,gone,1440720582.0
2208,CC-MAIN-2021-25,2021-06-21,redir_temp,441151277.0
2209,CC-MAIN-2021-25,2021-06-21,redir_perm,603351871.0
2210,CC-MAIN-2021-25,2021-06-21,notmodified,1011741947.0
2211,CC-MAIN-2021-25,2021-06-21,duplicate,1323907039.0
2212,CC-MAIN-2021-25,2021-06-21,orphan,741463649.0
2247,CC-MAIN-2021-31,2021-08-02,unfetched,4576610281.0
2248,CC-MAIN-2021-31,2021-08-02,fetched,14820522928.0
2249,CC-MAIN-2021-31,2021-08-02,gone,1316943908.0
2250,CC-MAIN-2021-31,2021-08-02,redir_temp,373301656.0
2251,CC-MAIN-2021-31,2021-08-02,redir_perm,518558657.0
2252,CC-MAIN-2021-31,2021-08-02,notmodified,965929408.0
2253,CC-MAIN-2021-31,2021-08-02,duplicate,1214292931.0
2254,CC-MAIN-2021-31,2021-08-02,orphan,2261670508.0
2289,CC-MAIN-2021-39,2021-09-27,unfetched,4287031164.0
2290,CC-MAIN-2021-39,2021-09-27,fetched,14156853204.0
2291,CC-MAIN-2021-39,2021-09-27,gone,1335336524.0
2292,CC-MAIN-2021-39,2021-09-27,redir_temp,358225761.0
2293,CC-MAIN-2021-39,2021-09-27,redir_perm,487966283.0
2294,CC-MAIN-2021-39,2021-09-27,notmodified,952000426.0
2295,CC-MAIN-2021-39,2021-09-27,duplicate,1191749370.0
2296,CC-MAIN-2021-39,2021-09-27,orphan,3525551231.0
2331,CC-MAIN-2021-43,2021-10-25,unfetched,4538253558.0
2332,CC-MAIN-2021-43,2021-10-25,fetched,14498712038.0
2333,CC-MAIN-2021-43,2021-10-25,gone,1364684317.0
2334,CC-MAIN-2021-43,2021-10-25,redir_temp,425461053.0
2335,CC-MAIN-2021-43,2021-10-25,redir_perm,573281092.0
2336,CC-MAIN-2021-43,2021-10-25,notmodified,949691889.0
2337,CC-MAIN-2021-43,2021-10-25,duplicate,1188033683.0
2338,CC-MAIN-2021-43,2021-10-25,orphan,1925903540.0
2373,CC-MAIN-2021-49,2021-12-06,unfetched,4743912642.0
2374,CC-MAIN-2021-49,2021-12-06,fetched,14778217357.0
2375,CC-MAIN-2021-49,2021-12-06,gone,1414015596.0
2376,CC-MAIN-2021-49,2021-12-06,redir_temp,432723796.0
2377,CC-MAIN-2021-49,2021-12-06,redir_perm,576227529.0
2378,CC-MAIN-2021-49,2021-12-06,notmodified,958438742.0
2379,CC-MAIN-2021-49,2021-12-06,duplicate,1195987543.0
2380,CC-MAIN-2021-49,2021-12-06,orphan,2206049030.0
2415,CC-MAIN-2022-05,2022-01-31,unfetched,4661816549.0
2416,CC-MAIN-2022-05,2022-01-31,fetched,15134324328.0
2417,CC-MAIN-2022-05,2022-01-31,gone,1454982882.0
2418,CC-MAIN-2022-05,2022-01-31,redir_temp,393498035.0
2419,CC-MAIN-2022-05,2022-01-31,redir_perm,528357067.0
2420,CC-MAIN-2022-05,2022-01-31,notmodified,928711331.0
2421,CC-MAIN-2022-05,2022-01-31,duplicate,1218752689.0
2422,CC-MAIN-2022-05,2022-01-31,orphan,2396167941.0
2457,CC-MAIN-2022-21,2022-05-23,unfetched,4005585825.0
2458,CC-MAIN-2022-21,2022-05-23,fetched,13233075166.0
2459,CC-MAIN-2022-21,2022-05-23,gone,1134070636.0
2460,CC-MAIN-2022-21,2022-05-23,redir_temp,364446474.0
2461,CC-MAIN-2022-21,2022-05-23,redir_perm,484685748.0
2462,CC-MAIN-2022-21,2022-05-23,notmodified,811061055.0
2463,CC-MAIN-2022-21,2022-05-23,duplicate,1004179005.0
2464,CC-MAIN-2022-21,2022-05-23,orphan,6105019438.0
2500,CC-MAIN-2022-27,2022-07-04,unfetched,4013453062.0
2501,CC-MAIN-2022-27,2022-07-04,fetched,13593877262.0
2502,CC-MAIN-2022-27,2022-07-04,gone,1152962168.0
2503,CC-MAIN-2022-27,2022-07-04,redir_temp,300884220.0
2504,CC-MAIN-2022-27,2022-07-04,redir_perm,436310915.0
2505,CC-MAIN-2022-27,2022-07-04,notmodified,798503139.0
2506,CC-MAIN-2022-27,2022-07-04,duplicate,990418841.0
2507,CC-MAIN-2022-27,2022-07-04,orphan,2690211307.0
2543,CC-MAIN-2022-33,2022-08-15,unfetched,4850665649.0
2544,CC-MAIN-2022-33,2022-08-15,fetched,13978690608.0
2545,CC-MAIN-2022-33,2022-08-15,gone,1152374564.0
2546,CC-MAIN-2022-33,2022-08-15,redir_temp,285420720.0
2547,CC-MAIN-2022-33,2022-08-15,redir_perm,408368522.0
2548,CC-MAIN-2022-33,2022-08-15,notmodified,799365619.0
2549,CC-MAIN-2022-33,2022-08-15,duplicate,1003428846.0
2550,CC-MAIN-2022-33,2022-08-15,orphan,1545003519.0
2586,CC-MAIN-2022-40,2022-10-03,unfetched,4917226945.0
2587,CC-MAIN-2022-40,2022-10-03,fetched,14307835903.0
2588,CC-MAIN-2022-40,2022-10-03,gone,1171418776.0
2589,CC-MAIN-2022-40,2022-10-03,redir_temp,273326382.0
2590,CC-MAIN-2022-40,2022-10-03,redir_perm,389451993.0
2591,CC-MAIN-2022-40,2022-10-03,notmodified,781979237.0
2592,CC-MAIN-2022-40,2022-10-03,duplicate,1003573994.0
2593,CC-MAIN-2022-40,2022-10-03,orphan,2276673867.0
2629,CC-MAIN-2022-49,2022-12-05,unfetched,4969342509.0
2630,CC-MAIN-2022-49,2022-12-05,fetched,13222758843.0
2631,CC-MAIN-2022-49,2022-12-05,gone,1091128929.0
2632,CC-MAIN-2022-49,2022-12-05,redir_temp,313589732.0
2633,CC-MAIN-2022-49,2022-12-05,redir_perm,453225498.0
2634,CC-MAIN-2022-49,2022-12-05,notmodified,732975391.0
2635,CC-MAIN-2022-49,2022-12-05,duplicate,971080766.0
2636,CC-MAIN-2022-49,2022-12-05,orphan,3782741617.0
2672,CC-MAIN-2023-06,2023-02-06,unfetched,3622484808.0
2673,CC-MAIN-2023-06,2023-02-06,fetched,13070859324.0
2674,CC-MAIN-2023-06,2023-02-06,gone,1325571164.0
2675,CC-MAIN-2023-06,2023-02-06,redir_temp,302359397.0
2676,CC-MAIN-2023-06,2023-02-06,redir_perm,446248225.0
2677,CC-MAIN-2023-06,2023-02-06,notmodified,734683485.0
2678,CC-MAIN-2023-06,2023-02-06,duplicate,1132063986.0
2679,CC-MAIN-2023-06,2023-02-06,orphan,3429563595.0
2715,CC-MAIN-2023-14,2023-04-03,unfetched,4598631745.0
2716,CC-MAIN-2023-14,2023-04-03,fetched,12702799327.0
2717,CC-MAIN-2023-14,2023-04-03,gone,1243492777.0
2718,CC-MAIN-2023-14,2023-04-03,redir_temp,273681679.0
2719,CC-MAIN-2023-14,2023-04-03,redir_perm,439165609.0
2720,CC-MAIN-2023-14,2023-04-03,notmodified,697347843.0
2721,CC-MAIN-2023-14,2023-04-03,duplicate,1097446640.0
2722,CC-MAIN-2023-14,2023-04-03,orphan,2141074030.0
2758,CC-MAIN-2023-23,2023-06-05,unfetched,4378716292.0
2759,CC-MAIN-2023-23,2023-06-05,fetched,13905851362.0
2760,CC-MAIN-2023-23,2023-06-05,gone,1025231960.0
2761,CC-MAIN-2023-23,2023-06-05,redir_temp,189625402.0
2762,CC-MAIN-2023-23,2023-06-05,redir_perm,348943229.0
2763,CC-MAIN-2023-23,2023-06-05,notmodified,740766193.0
2764,CC-MAIN-2023-23,2023-06-05,duplicate,922946681.0
2765,CC-MAIN-2023-23,2023-06-05,orphan,1959716718.0
2801,CC-MAIN-2023-40,2023-10-02,unfetched,3884665696.0
2802,CC-MAIN-2023-40,2023-10-02,fetched,11114553064.0
2803,CC-MAIN-2023-40,2023-10-02,gone,775024933.0
2804,CC-MAIN-2023-40,2023-10-02,redir_temp,165681918.0
2805,CC-MAIN-2023-40,2023-10-02,redir_perm,326114894.0
2806,CC-MAIN-2023-40,2023-10-02,notmodified,606467644.0
2807,CC-MAIN-2023-40,2023-10-02,duplicate,756036014.0
2808,CC-MAIN-2023-40,2023-10-02,orphan,6501830532.0
2844,CC-MAIN-2023-50,2023-12-11,unfetched,4244004287.0
2845,CC-MAIN-2023-50,2023-12-11,fetched,10979486761.0
2846,CC-MAIN-2023-50,2023-12-11,gone,869072677.0
2847,CC-MAIN-2023-50,2023-12-11,redir_temp,131102870.0
2848,CC-MAIN-2023-50,2023-12-11,redir_perm,265349548.0
2849,CC-MAIN-2023-50,2023-12-11,notmodified,595764652.0
2850,CC-MAIN-2023-50,2023-12-11,duplicate,742898916.0
2851,CC-MAIN-2023-50,2023-12-11,orphan,2823314255.0
2887,CC-MAIN-2024-10,2024-03-04,unfetched,4107295999.0
2888,CC-MAIN-2024-10,2024-03-04,fetched,11001427792.0
2889,CC-MAIN-2024-10,2024-03-04,gone,940768266.0
2890,CC-MAIN-2024-10,2024-03-04,redir_temp,126856377.0
2891,CC-MAIN-2024-10,2024-03-04,redir_perm,265841871.0
2892,CC-MAIN-2024-10,2024-03-04,notmodified,575294289.0
2893,CC-MAIN-2024-10,2024-03-04,duplicate,774783620.0
2894,CC-MAIN-2024-10,2024-03-04,orphan,2807551236.0
2930,CC-MAIN-2024-18,2024-04-29,unfetched,3753696678.0
2931,CC-MAIN-2024-18,2024-04-29,fetched,10999688998.0
2932,CC-MAIN-2024-18,2024-04-29,gone,950860825.0
2933,CC-MAIN-2024-18,2024-04-29,redir_temp,165836046.0
2934,CC-MAIN-2024-18,2024-04-29,redir_perm,338372824.0
2935,CC-MAIN-2024-18,2024-04-29,notmodified,551656353.0
2936,CC-MAIN-2024-18,2024-04-29,duplicate,790305356.0
2937,CC-MAIN-2024-18,2024-04-29,orphan,2666301878.0
2973,CC-MAIN-2024-22,2024-05-27,unfetched,4405838379.0
2974,CC-MAIN-2024-22,2024-05-27,fetched,10956834122.0
2975,CC-MAIN-2024-22,2024-05-27,gone,1165878995.0
2976,CC-MAIN-2024-22,2024-05-27,redir_temp,201942741.0
2977,CC-MAIN-2024-22,2024-05-27,redir_perm,404174362.0
2978,CC-MAIN-2024-22,2024-05-27,notmodified,532280803.0
2979,CC-MAIN-2024-22,2024-05-27,duplicate,940322959.0
2980,CC-MAIN-2024-22,2024-05-27,orphan,1151861119.0
3018,CC-MAIN-2024-26,2024-06-24,unfetched,4987535364.0
3019,CC-MAIN-2024-26,2024-06-24,fetched,11824566917.0
3020,CC-MAIN-2024-26,2024-06-24,gone,1387536079.0
3021,CC-MAIN-2024-26,2024-06-24,redir_temp,199692137.0
3022,CC-MAIN-2024-26,2024-06-24,redir_perm,375883539.0
3023,CC-MAIN-2024-26,2024-06-24,notmodified,570548292.0
3024,CC-MAIN-2024-26,2024-06-24,duplicate,1084411923.0
3025,CC-MAIN-2024-26,2024-06-24,orphan,205497802.0
3068,CC-MAIN-2024-30,2024-07-22,unfetched,4815380051.0
3069,CC-MAIN-2024-30,2024-07-22,fetched,11619101762.0
3070,CC-MAIN-2024-30,2024-07-22,gone,1270554557.0
3071,CC-MAIN-2024-30,2024-07-22,redir_temp,230323490.0
3072,CC-MAIN-2024-30,2024-07-22,redir_perm,428264449.0
3073,CC-MAIN-2024-30,2024-07-22,notmodified,569650215.0
3074,CC-MAIN-2024-30,2024-07-22,duplicate,1061451208.0
3075,CC-MAIN-2024-30,2024-07-22,orphan,2489313045.0
3118,CC-MAIN-2024-33,2024-08-12,unfetched,5315880834.0
3119,CC-MAIN-2024-33,2024-08-12,fetched,12446913533.0
3120,CC-MAIN-2024-33,2024-08-12,gone,1505010789.0
3121,CC-MAIN-2024-33,2024-08-12,redir_temp,227573613.0
3122,CC-MAIN-2024-33,2024-08-12,redir_perm,405721294.0
3123,CC-MAIN-2024-33,2024-08-12,notmodified,617892977.0
3124,CC-MAIN-2024-33,2024-08-12,duplicate,1193245940.0
3125,CC-MAIN-2024-33,2024-08-12,orphan,190303905.0
3168,CC-MAIN-2024-38,2024-09-16,unfetched,5106119664.0
3169,CC-MAIN-2024-38,2024-09-16,fetched,13241003714.0
3170,CC-MAIN-2024-38,2024-09-16,gone,1419137622.0
3171,CC-MAIN-2024-38,2024-09-16,redir_temp,253805791.0
3172,CC-MAIN-2024-38,2024-09-16,redir_perm,449464374.0
3173,CC-MAIN-2024-38,2024-09-16,notmodified,664116892.0
3174,CC-MAIN-2024-38,2024-09-16,duplicate,1157710667.0
3175,CC-MAIN-2024-38,2024-09-16,orphan,1242640868.0
3218,CC-MAIN-2024-42,2024-10-14,unfetched,5152497140.0
3219,CC-MAIN-2024-42,2024-10-14,fetched,13898419172.0
3220,CC-MAIN-2024-42,2024-10-14,gone,1642409652.0
3221,CC-MAIN-2024-42,2024-10-14,redir_temp,281783251.0
3222,CC-MAIN-2024-42,2024-10-14,redir_perm,502068203.0
3223,CC-MAIN-2024-42,2024-10-14,notmodified,729163712.0
3224,CC-MAIN-2024-42,2024-10-14,duplicate,1285823315.0
3225,CC-MAIN-2024-42,2024-10-14,orphan,745808830.0
3268,CC-MAIN-2024-46,2024-11-11,unfetched,5121780466.0
3269,CC-MAIN-2024-46,2024-11-11,fetched,13956219266.0
3270,CC-MAIN-2024-46,2024-11-11,gone,1866571677.0
3271,CC-MAIN-2024-46,2024-11-11,redir_temp,275776016.0
3272,CC-MAIN-2024-46,2024-11-11,redir_perm,476792662.0
3273,CC-MAIN-2024-46,2024-11-11,notmodified,728257961.0
3274,CC-MAIN-2024-46,2024-11-11,duplicate,1417321521.0
3275,CC-MAIN-2024-46,2024-11-11,orphan,1562244845.0
3320,CC-MAIN-2024-51,2024-12-16,unfetched,5281987216.0
3321,CC-MAIN-2024-51,2024-12-16,fetched,14665098080.0
3322,CC-MAIN-2024-51,2024-12-16,gone,1803846525.0
3323,CC-MAIN-2024-51,2024-12-16,redir_temp,303994365.0
3324,CC-MAIN-2024-51,2024-12-16,redir_perm,527028820.0
3325,CC-MAIN-2024-51,2024-12-16,notmodified,798249687.0
3326,CC-MAIN-2024-51,2024-12-16,duplicate,1382571195.0
3327,CC-MAIN-2024-51,2024-12-16,orphan,1152556913.0
3372,CC-MAIN-2025-05,2025-01-27,unfetched,4739528195.0
3373,CC-MAIN-2025-05,2025-01-27,fetched,14798867981.0
3374,CC-MAIN-2025-05,2025-01-27,gone,1802893497.0
3375,CC-MAIN-2025-05,2025-01-27,redir_temp,301391293.0
3376,CC-MAIN-2025-05,2025-01-27,redir_perm,517664635.0
3377,CC-MAIN-2025-05,2025-01-27,notmodified,811352596.0
3378,CC-MAIN-2025-05,2025-01-27,duplicate,1378616558.0
3379,CC-MAIN-2025-05,2025-01-27,orphan,2507316993.0
3424,CC-MAIN-2025-08,2025-02-17,unfetched,4772126983.0
3425,CC-MAIN-2025-08,2025-02-17,fetched,15491343288.0
3426,CC-MAIN-2025-08,2025-02-17,gone,2078247255.0
3427,CC-MAIN-2025-08,2025-02-17,redir_temp,300226772.0
3428,CC-MAIN-2025-08,2025-02-17,redir_perm,528602232.0
3429,CC-MAIN-2025-08,2025-02-17,notmodified,873604787.0
3430,CC-MAIN-2025-08,2025-02-17,duplicate,1520464156.0
3431,CC-MAIN-2025-08,2025-02-17,orphan,823355425.0
3476,CC-MAIN-2025-13,2025-03-24,unfetched,5086663863.0
3477,CC-MAIN-2025-13,2025-03-24,fetched,15560968244.0
3478,CC-MAIN-2025-13,2025-03-24,gone,1909299987.0
3479,CC-MAIN-2025-13,2025-03-24,redir_temp,270210478.0
3480,CC-MAIN-2025-13,2025-03-24,redir_perm,477359785.0
3481,CC-MAIN-2025-13,2025-03-24,notmodified,886726630.0
3482,CC-MAIN-2025-13,2025-03-24,duplicate,1427157028.0
3483,CC-MAIN-2025-13,2025-03-24,orphan,2219107821.0
3528,CC-MAIN-2025-18,2025-04-28,unfetched,5032944919.0
3529,CC-MAIN-2025-18,2025-04-28,fetched,16247616732.0
3530,CC-MAIN-2025-18,2025-04-28,gone,1937849738.0
3531,CC-MAIN-2025-18,2025-04-28,redir_temp,270385602.0
3532,CC-MAIN-2025-18,2025-04-28,redir_perm,483857741.0
3533,CC-MAIN-2025-18,2025-04-28,notmodified,942179486.0
3534,CC-MAIN-2025-18,2025-04-28,duplicate,1435727210.0
3535,CC-MAIN-2025-18,2025-04-28,orphan,1288043814.0
3580,CC-MAIN-2025-21,2025-05-19,unfetched,5238778343.0
3581,CC-MAIN-2025-21,2025-05-19,fetched,16313799119.0
3582,CC-MAIN-2025-21,2025-05-19,gone,1972269204.0
3583,CC-MAIN-2025-21,2025-05-19,redir_temp,271890234.0
3584,CC-MAIN-2025-21,2025-05-19,redir_perm,486492423.0
3585,CC-MAIN-2025-21,2025-05-19,notmodified,963406334.0
3586,CC-MAIN-2025-21,2025-05-19,duplicate,1449396642.0
3587,CC-MAIN-2025-21,2025-05-19,orphan,1101034064.0
3632,CC-MAIN-2025-26,2025-06-23,unfetched,4277079078.0
3633,CC-MAIN-2025-26,2025-06-23,fetched,16669245033.0
3634,CC-MAIN-2025-26,2025-06-23,gone,1970949239.0
3635,CC-MAIN-2025-26,2025-06-23,redir_temp,265149106.0
3636,CC-MAIN-2025-26,2025-06-23,redir_perm,483470947.0
3637,CC-MAIN-2025-26,2025-06-23,notmodified,1025874569.0
3638,CC-MAIN-2025-26,2025-06-23,duplicate,1446273819.0
3639,CC-MAIN-2025-26,2025-06-23,orphan,2029598225.0
3684,CC-MAIN-2025-30,2025-07-21,unfetched,4972693531.0
3685,CC-MAIN-2025-30,2025-07-21,fetched,16561529486.0
3686,CC-MAIN-2025-30,2025-07-21,gone,1954656400.0
3687,CC-MAIN-2025-30,2025-07-21,redir_temp,258395300.0
3688,CC-MAIN-2025-30,2025-07-21,redir_perm,480357829.0
3689,CC-MAIN-2025-30,2025-07-21,notmodified,1050573338.0
3690,CC-MAIN-2025-30,2025-07-21,duplicate,1430279210.0
3691,CC-MAIN-2025-30,2025-07-21,orphan,1075281794.0
3736,CC-MAIN-2025-33,2025-08-11,unfetched,4665438474.0
3737,CC-MAIN-2025-33,2025-08-11,fetched,16531170261.0
3738,CC-MAIN-2025-33,2025-08-11,gone,1951622924.0
3739,CC-MAIN-2025-33,2025-08-11,redir_temp,248743983.0
3740,CC-MAIN-2025-33,2025-08-11,redir_perm,464602177.0
3741,CC-MAIN-2025-33,2025-08-11,notmodified,1071233903.0
3742,CC-MAIN-2025-33,2025-08-11,duplicate,1413019452.0
3743,CC-MAIN-2025-33,2025-08-11,orphan,1913714570.0
3788,CC-MAIN-2025-38,2025-09-15,unfetched,4434486804.0
3789,CC-MAIN-2025-38,2025-09-15,fetched,15847038068.0
3790,CC-MAIN-2025-38,2025-09-15,gone,1891499398.0
3791,CC-MAIN-2025-38,2025-09-15,redir_temp,269137349.0
3792,CC-MAIN-2025-38,2025-09-15,redir_perm,506898260.0
3793,CC-MAIN-2025-38,2025-09-15,notmodified,1036694168.0
3794,CC-MAIN-2025-38,2025-09-15,duplicate,1369780536.0
3795,CC-MAIN-2025-38,2025-09-15,orphan,2481524491.0
3840,CC-MAIN-2025-43,2025-10-20,unfetched,4473079912.0
3841,CC-MAIN-2025-43,2025-10-20,fetched,15711750468.0
3842,CC-MAIN-2025-43,2025-10-20,gone,2140147387.0
3843,CC-MAIN-2025-43,2025-10-20,redir_temp,272380440.0
3844,CC-MAIN-2025-43,2025-10-20,redir_perm,497072187.0
3845,CC-MAIN-2025-43,2025-10-20,notmodified,1043804905.0
3846,CC-MAIN-2025-43,2025-10-20,duplicate,1468230036.0
3847,CC-MAIN-2025-43,2025-10-20,orphan,1293184925.0
3892,CC-MAIN-2025-47,2025-11-17,unfetched,4363489279.0
3893,CC-MAIN-2025-47,2025-11-17,fetched,15601802741.0
3894,CC-MAIN-2025-47,2025-11-17,gone,1829714737.0
3895,CC-MAIN-2025-47,2025-11-17,redir_temp,259491364.0
3896,CC-MAIN-2025-47,2025-11-17,redir_perm,479403112.0
3897,CC-MAIN-2025-47,2025-11-17,notmodified,1044238440.0
3898,CC-MAIN-2025-47,2025-11-17,duplicate,1283427146.0
3899,CC-MAIN-2025-47,2025-11-17,orphan,2218519398.0
3944,CC-MAIN-2025-51,2025-12-15,unfetched,3641980000.0
3945,CC-MAIN-2025-51,2025-12-15,fetched,15391675183.0
3946,CC-MAIN-2025-51,2025-12-15,gone,2089753583.0
3947,CC-MAIN-2025-51,2025-12-15,redir_temp,246877754.0
3948,CC-MAIN-2025-51,2025-12-15,redir_perm,463748511.0
3949,CC-MAIN-2025-51,2025-12-15,notmodified,1036957527.0
3950,CC-MAIN-2025-51,2025-12-15,duplicate,1382355116.0
3951,CC-MAIN-2025-51,2025-12-15,orphan,2014992031.0
3996,CC-MAIN-2026-04,2026-01-19,unfetched,3506980105.0
3997,CC-MAIN-2026-04,2026-01-19,fetched,15124965425.0
3998,CC-MAIN-2026-04,2026-01-19,gone,2022383472.0
3999,CC-MAIN-2026-04,2026-01-19,redir_temp,214328249.0
4000,CC-MAIN-2026-04,2026-01-19,redir_perm,406017921.0
4001,CC-MAIN-2026-04,2026-01-19,notmodified,1011144017.0
4002,CC-MAIN-2026-04,2026-01-19,duplicate,1329279168.0
4003,CC-MAIN-2026-04,2026-01-19,orphan,1997160408.0
4048,CC-MAIN-2026-08,2026-02-16,unfetched,3366817867.0
4049,CC-MAIN-2026-08,2026-02-16,fetched,15440733660.0
4050,CC-MAIN-2026-08,2026-02-16,gone,1982959537.0
4051,CC-MAIN-2026-08,2026-02-16,redir_temp,231718496.0
4052,CC-MAIN-2026-08,2026-02-16,redir_perm,448373364.0
4053,CC-MAIN-2026-08,2026-02-16,notmodified,1044327468.0
4054,CC-MAIN-2026-08,2026-02-16,duplicate,1288190581.0
4055,CC-MAIN-2026-08,2026-02-16,orphan,1135186135.0
4103,CC-MAIN-2026-12,2026-03-16,unfetched,3748190173.0
4104,CC-MAIN-2026-12,2026-03-16,fetched,14528798325.0
4105,CC-MAIN-2026-12,2026-03-16,gone,2014792439.0
4106,CC-MAIN-2026-12,2026-03-16,redir_temp,230099887.0
4107,CC-MAIN-2026-12,2026-03-16,redir_perm,446868594.0
4108,CC-MAIN-2026-12,2026-03-16,notmodified,958555154.0
4109,CC-MAIN-2026-12,2026-03-16,duplicate,1294847633.0
4110,CC-MAIN-2026-12,2026-03-16,orphan,1833353700.0
4158,CC-MAIN-2026-17,2026-04-20,unfetched,3297370708.0
4159,CC-MAIN-2026-17,2026-04-20,fetched,14792539087.0
4160,CC-MAIN-2026-17,2026-04-20,gone,1796708613.0
4161,CC-MAIN-2026-17,2026-04-20,redir_temp,205870956.0
4162,CC-MAIN-2026-17,2026-04-20,redir_perm,402958862.0
4163,CC-MAIN-2026-17,2026-04-20,notmodified,978689541.0
4164,CC-MAIN-2026-17,2026-04-20,duplicate,1173128233.0
4165,CC-MAIN-2026-17,2026-04-20,orphan,1995011769.0
4213,CC-MAIN-2026-21,2026-05-18,unfetched,3790164686.0
4214,CC-MAIN-2026-21,2026-05-18,fetched,14484628424.0
4215,CC-MAIN-2026-21,2026-05-18,gone,1812934777.0
4216,CC-MAIN-2026-21,2026-05-18,redir_temp,201195281.0
4217,CC-MAIN-2026-21,2026-05-18,redir_perm,405921641.0
4218,CC-MAIN-2026-21,2026-05-18,notmodified,941753975.0
4219,CC-MAIN-2026-21,2026-05-18,duplicate,1173040185.0
4220,CC-MAIN-2026-21,2026-05-18,orphan,1257585699.0
4268,CC-MAIN-2026-25,2026-06-15,unfetched,3735033737.0
4269,CC-MAIN-2026-25,2026-06-15,fetched,14022131648.0
4270,CC-MAIN-2026-25,2026-06-15,gone,1918335100.0
4271,CC-MAIN-2026-25,2026-06-15,redir_temp,198756948.0
4272,CC-MAIN-2026-25,2026-06-15,redir_perm,404001333.0
4273,CC-MAIN-2026-25,2026-06-15,notmodified,898744071.0
4274,CC-MAIN-2026-25,2026-06-15,duplicate,1182897440.0
4275,CC-MAIN-2026-25,2026-06-15,orphan,1799033696.0
4323,CC-MAIN-2026-30,2026-07-20,unfetched,3373764273.0
4324,CC-MAIN-2026-30,2026-07-20,fetched,13505041512.0
4325,CC-MAIN-2026-30,2026-07-20,gone,1860858268.0
4326,CC-MAIN-2026-30,2026-07-20,redir_temp,196371922.0
4327,CC-MAIN-2026-30,2026-07-20,redir_perm,402822743.0
4328,CC-MAIN-2026-30,2026-07-20,notmodified,853954110.0
4329,CC-MAIN-2026-30,2026-07-20,duplicate,1170613742.0
4330,CC-MAIN-2026-30,2026-07-20,orphan,2458043341.0
4378,CC-MAIN-2026-34,2026-08-17,unfetched,3910341348.0
4379,CC-MAIN-2026-34,2026-08-17,fetched,13337636614.0
4380,CC-MAIN-2026-34,2026-08-17,gone,1837718181.0
4381,CC-MAIN-2026-34,2026-08-17,redir_temp,197049420.0
4382,CC-MAIN-2026-34,2026-08-17,redir_perm,407832574.0
4383,CC-MAIN-2026-34,2026-08-17,notmodified,842760924.0
4384,CC-MAIN-2026-34,2026-08-17,duplicate,1172572939.0
4385,CC-MAIN-2026-34,2026-08-17,orphan,1149674252.0
